,T (degC)
183881,23.76
183887,22.9
183893,22.15
183899,20.68
183905,20.02
183911,19.63
183917,19.7
183923,18.78
183929,20.56
183935,22.26
183941,23.59
183947,25.46
183953,26.11
183959,26.29
183965,28.04
183971,28.96
183977,29.29
183983,29.32
183989,29.18
183995,28.38
184001,27.49
184007,25.88
184013,24.81
184019,24.05
184025,23.06
184031,18.73
184037,18.05
184043,18.43
184049,19.46
184055,18.18
184061,18.94
184067,19.78
184073,20.12
184079,20.96
184085,19.7
184091,19.28
184097,18.91
184103,18.18
184109,19.49
184115,20.0
184121,19.59
184127,20.26
184133,20.0
184139,19.8
184145,19.15
184151,18.25
184157,17.79
184163,17.21
184169,16.82
184175,16.18
184181,15.76
184187,15.75
184193,15.59
184199,15.23
184205,15.2
184211,14.82
184217,15.09
184223,17.23
184229,16.83
184235,17.96
184241,19.23
184247,19.73
184253,17.47
184259,18.06
184265,18.31
184271,18.46
184277,17.93
184283,16.68
184289,16.29
184295,15.92
184301,15.62
184307,15.52
184313,15.27
184319,14.97
184325,14.66
184331,14.66
184337,14.82
184343,14.87
184349,14.95
184355,15.56
184361,16.11
184367,17.06
184373,17.88
184379,18.35
184385,17.99
184391,18.94
184397,19.93
184403,20.62
184409,21.23
184415,21.8
184421,21.73
184427,21.25
184433,20.76
184439,20.39
184445,20.04
184451,19.25
184457,18.63
184463,18.02
184469,17.28
184475,16.39
184481,15.83
184487,15.82
184493,15.7
184499,16.13
184505,17.33
184511,19.03
184517,21.07
184523,22.37
184529,23.57
184535,23.95
184541,24.26
184547,25.05
184553,25.32
184559,25.44
184565,25.39
184571,25.08
184577,24.22
184583,23.16
184589,22.13
184595,21.78
184601,20.44
184607,19.43
184613,19.2
184619,18.8
184625,17.79
184631,17.74
184637,17.85
184643,17.61
184649,18.43
184655,19.39
184661,20.68
184667,21.47
184673,21.61
184679,21.99
184685,21.59
184691,20.83
184697,20.66
184703,20.24
184709,19.99
184715,20.58
184721,20.71
184727,19.81
184733,19.23
184739,18.36
184745,17.11
184751,16.77
184757,16.67
184763,16.6
184769,16.68
184775,16.34
184781,16.31
184787,16.48
184793,17.28
184799,19.63
184805,20.49
184811,21.45
184817,22.22
184823,18.68
184829,22.25
184835,23.34
184841,25.56
184847,25.35
184853,23.71
184859,23.51
184865,22.91
184871,21.76
184877,21.08
184883,19.82
184889,18.57
184895,17.89
184901,17.26
184907,17.19
184913,17.03
184919,16.95
184925,16.94
184931,17.48
184937,17.76
184943,18.22
184949,19.44
184955,17.94
184961,18.23
184967,19.92
184973,20.64
184979,22.19
184985,23.17
184991,23.26
184997,23.25
185003,23.33
185009,22.03
185015,21.24
185021,19.92
185027,18.88
185033,18.03
185039,17.08
185045,15.72
185051,14.66
185057,14.76
185063,14.3
185069,14.53
185075,16.46
185081,19.02
185087,22.09
185093,22.96
185099,23.14
185105,22.5
185111,21.51
185117,19.49
185123,22.5
185129,23.35
185135,23.6
185141,24.04
185147,23.67
185153,22.21
185159,20.44
185165,19.69
185171,18.57
185177,18.45
185183,17.31
185189,16.14
185195,14.68
185201,14.41
185207,13.76
185213,15.61
185219,16.93
185225,17.42
185231,18.54
185237,19.53
185243,20.24
185249,21.0
185255,21.94
185261,22.42
185267,23.4
185273,23.01
185279,22.5
185285,21.6
185291,20.92
185297,20.7
185303,19.2
185309,17.49
185315,17.11
185321,16.19
185327,16.42
185333,16.31
185339,16.02
185345,15.91
185351,15.57
185357,15.64
185363,16.64
185369,17.69
185375,20.92
185381,20.25
185387,21.7
185393,22.15
185399,22.52
185405,22.66
185411,23.22
185417,22.93
185423,23.29
185429,23.2
185435,19.72
185441,19.06
185447,18.87
185453,17.86
185459,16.72
185465,15.84
185471,15.79
185477,15.03
185483,13.84
185489,13.93
185495,14.15
185501,14.56
185507,14.91
185513,16.52
185519,18.13
185525,19.24
185531,19.57
185537,20.04
185543,20.47
185549,20.63
185555,20.93
185561,21.08
185567,20.72
185573,20.8
185579,18.96
185585,18.72
185591,15.7
185597,15.54
185603,15.33
185609,15.04
185615,14.78
185621,14.23
185627,13.98
185633,12.96
185639,11.73
185645,12.08
185651,13.84
185657,14.58
185663,15.26
185669,16.1
185675,16.92
185681,17.35
185687,18.49
185693,15.87
185699,14.99
185705,14.79
185711,11.02
185717,15.68
185723,15.71
185729,14.87
185735,13.82
185741,12.58
185747,11.32
185753,10.81
185759,10.05
185765,9.77
185771,9.85
185777,9.7
185783,9.8
185789,9.96
185795,10.6
185801,11.52
185807,12.5
185813,13.46
185819,14.31
185825,15.03
185831,15.34
185837,16.35
185843,17.57
185849,18.15
185855,17.66
185861,17.99
185867,18.04
185873,17.66
185879,16.62
185885,16.43
185891,16.22
185897,16.08
185903,16.06
185909,14.74
185915,14.26
185921,14.3
185927,14.61
185933,14.47
185939,14.99
185945,16.23
185951,16.69
185957,15.72
185963,15.88
185969,17.81
185975,17.28
185981,17.78
185987,16.14
185993,18.34
185999,17.91
186005,18.0
186011,17.66
186017,14.99
186023,14.34
186029,13.98
186035,13.31
186041,13.37
186047,12.76
186053,13.37
186059,12.87
186065,11.71
186071,12.34
186077,12.34
186083,14.84
186089,15.88
186095,17.32
186101,17.34
186107,18.55
186113,19.77
186119,18.37
186125,19.61
186131,20.78
186137,18.91
186143,18.28
186149,16.08
186155,17.78
186161,16.06
186167,15.24
186173,14.8
186179,14.46
186185,14.3
186191,14.41
186197,14.35
186203,14.05
186209,13.95
186215,13.8
186221,12.48
186227,11.47
186233,13.07
186239,15.31
186245,15.91
186251,15.7
186257,16.1
186263,16.65
186269,17.22
186275,17.59
186281,18.77
186287,18.26
186293,18.81
186299,17.17
186305,16.69
186311,15.44
186317,14.46
186323,13.7
186329,13.58
186335,13.28
186341,13.53
186347,12.96
186353,12.85
186359,13.0
186365,13.51
186371,13.73
186377,14.85
186383,15.29
186389,16.01
186395,16.82
186401,18.17
186407,17.9
186413,19.75
186419,19.82
186425,19.24
186431,19.43
186437,17.33
186443,15.58
186449,15.02
186455,15.23
186461,15.19
186467,14.83
186473,14.97
186479,14.85
186485,14.7
186491,14.61
186497,14.57
186503,14.73
186509,14.88
186515,15.44
186521,16.07
186527,17.7
186533,18.39
186539,16.88
186545,18.98
186551,22.08
186557,22.71
186563,23.04
186569,23.68
186575,23.77
186581,23.92
186587,23.06
186593,22.28
186599,20.74
186605,20.48
186611,20.58
186617,20.14
186623,18.91
186629,18.47
186635,18.88
186641,19.34
186647,18.91
186653,18.62
186659,18.63
186665,19.59
186671,19.53
186677,19.96
186683,19.99
186689,21.38
186695,21.34
186701,21.2
186707,20.4
186713,21.64
186719,21.0
186725,15.68
186731,18.13
186737,18.77
186743,17.86
186749,14.15
186755,13.61
186761,13.33
186767,13.73
186773,13.99
186779,14.07
186785,13.92
186791,13.53
186797,13.97
186803,14.41
186809,15.85
186815,16.3
186821,17.05
186827,17.29
186833,18.29
186839,19.37
186845,16.11
186851,15.0
186857,15.21
186863,16.16
186869,17.29
186875,17.13
186881,16.36
186887,15.66
186893,15.16
186899,14.01
186905,13.91
186911,13.89
186917,13.48
186923,13.27
186929,12.41
186935,11.93
186941,11.87
186947,12.37
186953,12.97
186959,13.31
186965,13.76
186971,13.6
186977,13.34
186983,13.54
186989,14.35
186995,15.14
187001,16.66
187007,16.82
187013,15.52
187019,15.14
187025,15.59
187031,14.31
187037,13.59
187043,12.69
187049,12.13
187055,11.5
187061,12.26
187067,12.16
187073,11.84
187079,10.86
187085,10.39
187091,11.65
187097,12.57
187103,12.96
187109,14.92
187115,14.91
187121,15.82
187127,15.93
187133,16.61
187139,16.84
187145,17.03
187151,18.14
187157,17.85
187163,18.65
187169,17.48
187175,16.14
187181,13.82
187187,12.67
187193,11.27
187199,10.63
187205,9.75
187211,8.69
187217,8.08
187223,7.98
187229,8.57
187235,10.2
187241,11.88
187247,15.08
187253,17.79
187259,20.07
187265,20.76
187271,21.65
187277,22.88
187283,23.53
187289,24.09
187295,24.44
187301,24.93
187307,24.63
187313,23.02
187319,21.58
187325,19.8
187331,19.58
187337,17.82
187343,15.26
187349,14.35
187355,13.51
187361,12.02
187367,11.27
187373,11.67
187379,14.68
187385,16.82
187391,18.15
187397,21.81
187403,23.75
187409,24.72
187415,25.82
187421,26.49
187427,27.54
187433,27.95
187439,28.72
187445,28.76
187451,28.32
187457,26.79
187463,25.36
187469,24.3
187475,23.18
187481,22.3
187487,19.84
187493,18.44
187499,17.92
187505,16.69
187511,15.98
187517,15.79
187523,18.14
187529,19.93
187535,22.27
187541,25.74
187547,27.97
187553,29.37
187559,30.04
187565,30.73
187571,31.19
187577,31.86
187583,32.19
187589,32.59
187595,31.98
187601,29.86
187607,26.68
187613,26.4
187619,26.29
187625,24.72
187631,23.46
187637,22.78
187643,20.63
187649,19.96
187655,19.25
187661,19.36
187667,20.99
187673,22.67
187679,25.33
187685,26.7
187691,27.03
187697,27.89
187703,29.07
187709,29.32
187715,29.57
187721,29.76
187727,29.59
187733,29.93
187739,28.34
187745,27.2
187751,26.01
187757,25.09
187763,24.12
187769,22.01
187775,21.0
187781,20.05
187787,19.13
187793,18.16
187799,17.58
187805,17.59
187811,17.96
187817,19.95
187823,22.85
187829,25.94
187835,28.14
187841,29.7
187847,31.19
187853,31.47
187859,30.97
187865,31.23
187871,31.88
187877,32.51
187883,31.64
187889,30.22
187895,28.87
187901,27.5
187907,26.0
187913,24.02
187919,23.18
187925,22.55
187931,21.97
187937,23.28
187943,20.81
187949,20.42
187955,20.86
187961,21.7
187967,24.03
187973,24.04
187979,19.2
187985,19.04
187991,19.3
187997,22.3
188003,22.08
188009,23.63
188015,24.7
188021,24.26
188027,23.56
188033,21.4
188039,20.41
188045,19.79
188051,19.52
188057,18.67
188063,18.79
188069,18.61
188075,18.18
188081,17.91
188087,17.72
188093,17.62
188099,17.95
188105,18.63
188111,20.09
188117,19.84
188123,17.94
188129,18.75
188135,20.68
188141,21.72
188147,20.55
188153,22.0
188159,22.17
188165,21.72
188171,20.64
188177,18.74
188183,17.21
188189,15.78
188195,15.96
188201,15.86
188207,15.36
188213,14.14
188219,12.87
188225,11.66
188231,11.08
188237,10.27
188243,11.52
188249,14.42
188255,16.76
188261,18.32
188267,17.37
188273,16.9
188279,19.22
188285,20.3
188291,21.36
188297,20.85
188303,20.13
188309,21.39
188315,20.05
188321,19.36
188327,18.11
188333,16.9
188339,15.38
188345,14.04
188351,13.61
188357,13.37
188363,12.52
188369,12.51
188375,12.35
188381,11.56
188387,12.44
188393,13.47
188399,16.3
188405,18.8
188411,19.87
188417,19.79
188423,20.82
188429,21.81
188435,22.38
188441,22.92
188447,22.07
188453,22.03
188459,21.37
188465,20.78
188471,20.27
188477,18.92
188483,16.64
188489,15.76
188495,14.89
188501,13.74
188507,13.52
188513,12.89
188519,13.02
188525,13.07
188531,13.57
188537,16.53
188543,18.77
188549,21.65
188555,22.63
188561,23.61
188567,24.53
188573,25.84
188579,26.33
188585,27.58
188591,28.16
188597,28.32
188603,27.95
188609,26.19
188615,24.84
188621,24.07
188627,22.28
188633,21.17
188639,20.24
188645,19.88
188651,17.34
188657,18.32
188663,18.05
188669,17.43
188675,19.35
188681,21.2
188687,23.36
188693,24.64
188699,26.54
188705,28.31
188711,28.43
188717,28.38
188723,27.67
188729,28.34
188735,28.87
188741,28.29
188747,26.35
188753,25.83
188759,24.89
188765,23.46
188771,22.1
188777,21.08
188783,20.3
188789,19.53
188795,18.83
188801,18.27
188807,17.83
188813,17.1
188819,17.94
188825,18.37
188831,19.53
188837,20.53
188843,21.12
188849,22.13
188855,22.9
188861,24.77
188867,24.79
188873,26.41
188879,25.69
188885,24.62
188891,23.01
188897,21.87
188903,21.1
188909,20.21
188915,18.83
188921,17.98
188927,17.27
188933,16.07
188939,15.26
188945,14.82
188951,13.96
188957,13.71
188963,15.19
188969,17.05
188975,19.32
188981,21.49
188987,23.28
188993,24.69
188999,26.07
189005,26.87
189011,27.5
189017,27.27
189023,27.66
189029,27.51
189035,26.75
189041,24.34
189047,23.38
189053,20.46
189059,19.93
189065,18.2
189071,17.52
189077,16.65
189083,16.46
189089,15.62
189095,15.35
189101,15.55
189107,15.26
189113,15.1
189119,15.47
189125,16.3
189131,16.87
189137,17.84
189143,20.03
189149,22.44
189155,23.82
189161,25.25
189167,24.77
189173,24.8
189179,23.79
189185,22.59
189191,21.61
189197,20.8
189203,19.91
189209,18.81
189215,18.1
189221,17.58
189227,17.16
189233,17.55
189239,20.2
189245,19.8
189251,19.39
189257,20.12
189263,20.45
189269,20.69
189275,22.19
189281,22.11
189287,22.8
189293,22.73
189299,22.72
189305,22.72
189311,22.26
189317,21.33
189323,20.75
189329,20.17
189335,19.44
189341,18.79
189347,17.96
189353,17.06
189359,16.55
189365,16.17
189371,15.46
189377,15.65
189383,14.91
189389,14.77
189395,16.1
189401,16.61
189407,17.39
189413,19.77
189419,20.54
189425,19.85
189431,19.77
189437,21.03
189443,20.59
189449,20.46
189455,20.51
189461,20.47
189467,19.79
189473,18.81
189479,17.39
189485,16.62
189491,15.42
189497,15.4
189503,15.43
189509,15.56
189515,15.47
189521,15.53
189527,15.18
189533,14.81
189539,14.68
189545,15.4
189551,17.48
189557,18.26
189563,17.83
189569,19.29
189575,20.63
189581,21.6
189587,20.69
189593,21.3
189599,21.98
189605,22.29
189611,22.1
189617,20.45
189623,19.02
189629,18.47
189635,16.49
189641,15.85
189647,14.63
189653,13.46
189659,12.84
189665,12.03
189671,11.3
189677,11.57
189683,12.17
189689,14.38
189695,17.47
189701,19.57
189707,20.15
189713,20.67
189719,21.35
189725,20.67
189731,20.44
189737,20.53
189743,20.82
189749,20.13
189755,18.26
189761,17.97
189767,17.84
189773,17.56
189779,17.5
189785,17.07
189791,16.56
189797,16.07
189803,15.87
189809,15.83
189815,14.79
189821,14.36
189827,14.01
189833,15.07
189839,15.1
189845,15.72
189851,16.24
189857,17.76
189863,17.91
189869,17.45
189875,17.33
189881,17.74
189887,18.21
189893,17.75
189899,17.7
189905,16.89
189911,15.83
189917,14.62
189923,14.87
189929,14.89
189935,14.63
189941,14.52
189947,14.19
189953,13.93
189959,13.77
189965,13.42
189971,13.33
189977,13.81
189983,14.59
189989,15.92
189995,16.57
190001,16.33
190007,16.29
190013,17.77
190019,19.16
190025,19.95
190031,20.02
190037,19.54
190043,19.53
190049,18.44
190055,16.72
190061,14.66
190067,13.4
190073,13.2
190079,11.49
190085,11.15
190091,10.01
190097,9.49
190103,8.38
190109,7.78
190115,9.72
190121,11.82
190127,14.44
190133,17.3
190139,18.11
190145,18.91
190151,19.95
190157,20.38
190163,21.49
190169,21.02
190175,21.49
190181,21.01
190187,20.58
190193,19.23
190199,17.98
190205,16.84
190211,16.53
190217,16.11
190223,15.6
190229,14.34
190235,13.28
190241,12.19
190247,11.1
190253,10.76
190259,10.43
190265,12.43
190271,15.42
190277,18.28
190283,19.31
190289,20.65
190295,21.42
190301,22.05
190307,22.76
190313,22.94
190319,23.1
190325,22.6
190331,22.07
190337,20.61
190343,19.11
190349,17.82
190355,17.29
190361,17.05
190367,15.73
190373,13.95
190379,12.63
190385,11.07
190391,10.02
190397,9.29
190403,11.02
190409,13.02
190415,16.05
190421,19.47
190427,20.95
190433,22.57
190439,23.39
190445,24.34
190451,24.58
190457,24.71
190463,24.82
190469,24.17
190475,23.76
190481,22.38
190487,20.83
190493,19.25
190499,18.24
190505,17.4
190511,15.17
190517,14.34
190523,13.43
190529,12.72
190535,12.04
190541,11.3
190547,11.79
190553,14.46
190559,17.62
190565,19.97
190571,22.36
190577,24.04
190583,24.38
190589,24.89
190595,25.78
190601,26.12
190607,25.92
190613,25.69
190619,25.08
190625,23.5
190631,22.42
190637,21.26
190643,20.37
190649,19.39
190655,18.3
190661,17.25
190667,16.45
190673,16.29
190679,17.05
190685,16.55
190691,15.89
190697,17.29
190703,17.91
190709,15.72
190715,16.32
190721,16.46
190727,16.55
190733,16.4
190739,17.28
190745,19.91
190751,20.75
190757,21.3
190763,21.51
190769,19.72
190775,17.12
190781,16.16
190787,15.54
190793,14.17
190799,13.81
190805,13.0
190811,12.48
190817,12.28
190823,11.97
190829,11.69
190835,11.67
190841,11.87
190847,13.02
190853,16.92
190859,21.15
190865,21.93
190871,23.27
190877,23.8
190883,24.14
190889,24.55
190895,25.14
190901,24.54
190907,24.24
190913,22.52
190919,21.36
190925,19.83
190931,18.64
190937,17.36
190943,15.83
190949,14.81
190955,14.2
190961,13.34
190967,12.54
190973,11.88
190979,13.14
190985,15.96
190991,18.61
190997,21.44
191003,24.77
191009,26.51
191015,27.98
191021,28.44
191027,29.49
191033,30.28
191039,29.97
191045,29.57
191051,28.18
191057,27.3
191063,25.67
191069,24.2
191075,21.75
191081,20.01
191087,18.59
191093,17.91
191099,17.75
191105,15.9
191111,15.74
191117,15.25
191123,16.83
191129,18.28
191135,22.0
191141,26.2
191147,29.79
191153,31.37
191159,33.01
191165,34.39
191171,34.91
191177,35.44
191183,35.53
191189,35.15
191195,34.28
191201,32.51
191207,30.2
191213,28.11
191219,24.32
191225,23.72
191231,22.26
191237,21.48
191243,21.13
191249,21.18
191255,20.86
191261,20.81
191267,21.92
191273,22.06
191279,25.33
191285,29.68
191291,32.28
191297,34.64
191303,35.03
191309,35.65
191315,35.52
191321,35.08
191327,34.02
191333,33.33
191339,29.99
191345,28.31
191351,27.03
191357,25.9
191363,24.66
191369,24.18
191375,23.07
191381,22.77
191387,22.21
191393,21.0
191399,20.27
191405,19.35
191411,19.3
191417,20.87
191423,22.43
191429,25.19
191435,25.94
191441,27.38
191447,29.11
191453,29.66
191459,30.41
191465,31.11
191471,30.85
191477,30.36
191483,29.33
191489,28.59
191495,27.42
191501,25.73
191507,24.4
191513,22.64
191519,22.44
191525,20.7
191531,21.13
191537,20.08
191543,20.25
191549,18.51
191555,18.24
191561,19.89
191567,21.56
191573,21.45
191579,23.46
191585,24.17
191591,24.46
191597,25.61
191603,26.2
191609,26.38
191615,26.05
191621,25.11
191627,24.04
191633,22.36
191639,21.09
191645,19.96
191651,17.84
191657,16.46
191663,16.18
191669,15.16
191675,13.9
191681,13.0
191687,12.28
191693,11.94
191699,12.21
191705,14.84
191711,16.76
191717,19.4
191723,20.28
191729,21.38
191735,21.99
191741,22.94
191747,23.68
191753,24.06
191759,24.26
191765,24.71
191771,23.52
191777,22.05
191783,20.49
191789,18.74
191795,17.2
191801,16.59
191807,15.14
191813,15.28
191819,15.68
191825,14.14
191831,13.58
191837,13.48
191843,13.4
191849,14.21
191855,14.77
191861,15.59
191867,16.83
191873,18.74
191879,20.14
191885,21.86
191891,23.01
191897,23.62
191903,22.52
191909,21.45
191915,20.95
191921,20.08
191927,19.48
191933,18.85
191939,18.7
191945,18.59
191951,17.82
191957,17.56
191963,18.41
191969,18.03
191975,17.9
191981,17.34
191987,17.13
191993,18.7
191999,20.84
192005,20.71
192011,21.58
192017,22.75
192023,23.38
192029,24.78
192035,25.14
192041,25.2
192047,25.35
192053,24.41
192059,23.46
192065,22.06
192071,21.48
192077,20.77
192083,19.97
192089,19.76
192095,19.37
192101,16.16
192107,15.68
192113,14.99
192119,15.34
192125,15.34
192131,15.7
192137,17.16
192143,18.0
192149,18.81
192155,18.95
192161,19.23
192167,18.75
192173,19.81
192179,18.31
192185,19.34
192191,17.85
192197,16.92
192203,16.56
192209,16.23
192215,14.43
192221,14.12
192227,14.59
192233,14.53
192239,14.64
192245,14.75
192251,14.36
192257,14.4
192263,14.2
192269,13.73
192275,13.62
192281,14.06
192287,16.08
192293,16.46
192299,16.19
192305,16.66
192311,18.06
192317,20.02
192323,20.68
192329,21.04
192335,21.66
192341,21.02
192347,20.15
192353,18.69
192359,16.75
192365,15.45
192371,14.44
192377,13.78
192383,12.15
192389,10.77
192395,10.69
192401,10.48
192407,10.6
192413,10.05
192419,11.67
192425,12.52
192431,14.92
192437,18.72
192443,20.34
192449,22.68
192455,24.1
192461,24.97
192467,25.34
192473,25.35
192479,25.27
192485,24.36
192491,23.98
192497,22.98
192503,21.55
192509,21.22
192515,21.13
192521,19.97
192527,19.59
192533,17.33
192539,15.91
192545,15.43
192551,15.63
192557,15.17
192563,15.46
192569,17.12
192575,18.76
192581,21.66
192587,23.63
192593,25.23
192599,26.13
192605,26.52
192611,27.38
192617,27.24
192623,26.6
192629,27.41
192635,25.23
192641,24.2
192647,22.36
192653,20.44
192659,20.42
192665,20.33
192671,19.09
192677,18.41
192683,18.49
192689,18.03
192695,18.14
192701,17.37
192707,17.53
192713,17.04
192719,18.25
192725,19.99
192731,22.03
192737,23.25
192743,22.25
192749,20.85
192755,21.14
192761,22.0
192767,22.04
192773,20.94
192779,17.77
192785,15.96
192791,15.65
192797,15.28
192803,15.09
192809,15.26
192815,15.23
192821,15.24
192827,14.95
192833,14.56
192839,14.32
192845,14.35
192851,14.17
192857,14.37
192863,15.31
192869,15.8
192875,15.84
192881,16.22
192887,16.94
192893,17.25
192899,18.06
192905,17.83
192911,18.26
192917,17.95
192923,17.03
192929,15.67
192935,14.93
192941,14.74
192947,13.7
192953,13.54
192959,13.36
192965,12.81
192971,12.92
192977,12.9
192983,12.97
192989,12.58
192995,12.29
193001,12.52
193007,13.0
193013,13.44
193019,14.44
193025,16.61
193031,16.92
193037,17.63
193043,17.75
193049,18.01
193055,17.74
193061,18.07
193067,17.66
193073,16.81
193079,15.74
